movieId,title,genres,movieId_mapped
2473,Soul Man (1986),Comedy,1862.0
2474,"Color of Money, The (1986)",Drama,1863.0
2475,52 Pick-Up (1986),Action|Mystery|Thriller,1864.0
2476,Heartbreak Ridge (1986),Action|War,1865.0
2477,Firewalker (1986),Adventure,1866.0
2478,¡Three Amigos! (1986),Comedy|Western,1867.0
2481,My Name Is Joe (1998),Drama|Romance,1868.0
2482,Still Crazy (1998),Comedy|Romance,1869.0
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,1870.0
2485,She's All That (1999),Comedy|Romance,1871.0
2488,Peeping Tom (1960),Drama|Horror|Thriller,1872.0
2490,Payback (1999),Action|Thriller,1873.0
2491,Simply Irresistible (1999),Comedy|Romance,1874.0
2492,20 Dates (1998),Comedy|Romance,1875.0
2493,"Harmonists, The (1997)",Drama,1876.0
2494,"Last Days, The (1998)",Documentary,1877.0
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi,1878.0
2496,Blast from the Past (1999),Comedy|Romance,1879.0
2497,Message in a Bottle (1999),Romance,1880.0
2498,My Favorite Martian (1999),Comedy|Sci-Fi,1881.0
2500,Jawbreaker (1999),Comedy,1882.0
2501,October Sky (1999),Drama,1883.0
2502,Office Space (1999),Comedy|Crime,1884.0
2503,"Apple, The (Sib) (1998)",Drama,1885.0
2504,200 Cigarettes (1999),Comedy|Drama,1886.0
2505,8MM (1999),Drama|Mystery|Thriller,1887.0
2506,"Other Sister, The (1999)",Comedy|Drama|Romance,1888.0
2511,"Long Goodbye, The (1973)",Crime|Film-Noir,1889.0
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,1890.0
2513,Pet Sematary (1989),Horror,1891.0
2514,Pet Sematary II (1992),Comedy|Horror,1892.0
2515,Children of the Corn II: The Final Sacrifice (1993),Horror,1893.0
2516,Children of the Corn III (1994),Horror,1894.0
2517,Christine (1983),Horror,1895.0
2518,Night Shift (1982),Comedy,1896.0
2520,Airport (1970),Drama,1897.0
2521,Airport 1975 (1974),Action|Drama|Thriller,1898.0
2522,Airport '77 (1977),Drama,1899.0
2523,Rollercoaster (1977),Drama|Thriller,1900.0
2524,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,1901.0
2525,Alligator (1980),Action|Horror|Sci-Fi,1902.0
2526,Meteor (1979),Sci-Fi,1903.0
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,1904.0
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,1905.0
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,1906.0
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,1907.0
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,1908.0
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,1909.0
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,1910.0
2534,Avalanche (1978),Action,1911.0
2535,Earthquake (1974),Action|Drama|Thriller,1912.0
2537,Beyond the Poseidon Adventure (1979),Adventure,1913.0
2538,Dancemaker (1998),Documentary,1914.0
2539,Analyze This (1999),Comedy,1915.0
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,1916.0
2541,Cruel Intentions (1999),Drama,1917.0
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,1918.0
2544,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,1919.0
2546,"Deep End of the Ocean, The (1999)",Drama,1920.0
2548,"Rage: Carrie 2, The (1999)",Horror,1921.0
2549,Wing Commander (1999),Action|Sci-Fi,1922.0
2550,"Haunting, The (1963)",Horror|Thriller,1923.0
2551,Dead Ringers (1988),Drama|Horror|Thriller,1924.0
2552,My Boyfriend's Back (1993),Comedy,1925.0
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,1926.0
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,1927.0
2555,Baby Geniuses (1999),Comedy,1928.0
2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,1929.0
2558,Forces of Nature (1999),Comedy|Romance,1930.0
2559,"King and I, The (1999)",Animation|Children,1931.0
2560,Ravenous (1999),Horror|Thriller,1932.0
2561,True Crime (1999),Crime|Thriller,1933.0
2563,Dangerous Beauty (1998),Drama,1934.0
2565,"King and I, The (1956)",Drama|Musical|Romance,1935.0
2566,Doug's 1st Movie (1999),Animation|Children,1936.0
2567,EDtv (1999),Comedy,1937.0
2568,"Mod Squad, The (1999)",Action|Crime,1938.0
2570,"Walk on the Moon, A (1999)",Drama|Romance,1939.0
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,1940.0
2572,10 Things I Hate About You (1999),Comedy|Romance,1941.0
2573,Tango (1998),Drama|Musical,1942.0
2574,"Out-of-Towners, The (1999)",Comedy,1943.0
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,1944.0
2577,Metroland (1997),Comedy|Drama,1945.0
2579,Following (1998),Crime|Mystery|Thriller,1946.0
2580,Go (1999),Comedy|Crime,1947.0
2581,Never Been Kissed (1999),Comedy|Romance,1948.0
2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy,1949.0
2583,Cookie's Fortune (1999),Comedy|Drama,1950.0
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,1951.0
2586,Goodbye Lover (1999),Comedy|Crime|Thriller,1952.0
2587,Life (1999),Comedy|Crime|Drama,1953.0
2589,Friends & Lovers (1999),Comedy|Drama|Romance,1954.0
2590,Hideous Kinky (1998),Drama,1955.0
2593,"Monster, The (Mostro, Il) (1994)",Comedy,1956.0
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,1957.0
2596,SLC Punk! (1998),Comedy|Drama,1958.0
2597,Lost & Found (1999),Comedy|Romance,1959.0
2598,Pushing Tin (1999),Comedy,1960.0
2599,Election (1999),Comedy,1961.0
2600,eXistenZ (1999),Action|Sci-Fi|Thriller,1962.0
2605,Entrapment (1999),Crime|Thriller,1963.0
2606,Idle Hands (1999),Comedy|Horror,1964.0
2607,Get Real (1998),Drama|Romance,1965.0
2609,"King of Masks, The (Bian Lian) (1996)",Drama,1966.0
2611,"Winslow Boy, The (1999)",Drama,1967.0
2612,Mildred Pierce (1945),Drama|Film-Noir,1968.0
2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi,1969.0
2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,1970.0
2615,My Science Project (1985),Adventure|Sci-Fi,1971.0
2616,Dick Tracy (1990),Action|Crime,1972.0
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,1973.0
2618,"Castle, The (1997)",Comedy,1974.0
2620,This Is My Father (1998),Drama|Romance,1975.0
2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,1976.0
2623,Trippin' (1999),Comedy,1977.0
2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy,1978.0
2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,1979.0
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,1980.0
2629,"Love Letter, The (1999)",Comedy|Romance,1981.0
2630,Besieged (a.k.a. L' Assedio) (1998),Drama,1982.0
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,1983.0
2633,"Mummy, The (1932)",Horror|Romance,1984.0
2634,"Mummy, The (1959)",Horror,1985.0
2639,Mommie Dearest (1981),Drama,1986.0
2640,Superman (1978),Action|Adventure|Sci-Fi,1987.0
2641,Superman II (1980),Action|Sci-Fi,1988.0
2642,Superman III (1983),Action|Adventure|Sci-Fi,1989.0
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,1990.0
2644,Dracula (1931),Horror,1991.0
2648,Frankenstein (1931),Drama|Horror|Sci-Fi,1992.0
2651,Frankenstein Meets the Wolf Man (1943),Horror,1993.0
2652,"Curse of Frankenstein, The (1957)",Horror,1994.0
2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror,1995.0
2655,Howling II: Your Sister Is a Werewolf (1985),Horror,1996.0
2656,Tarantula (1955),Horror|Sci-Fi,1997.0
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,1998.0
2659,It Came from Hollywood (1982),Comedy|Documentary,1999.0
2660,"Thing from Another World, The (1951)",Horror|Sci-Fi,2000.0
2661,It Came from Outer Space (1953),Sci-Fi,2001.0
2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,2002.0
2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,2003.0
2665,Earth vs. the Flying Saucers (1956),Sci-Fi,2004.0
2668,Swamp Thing (1982),Horror|Sci-Fi,2005.0
2669,Pork Chop Hill (1959),War,2006.0
2670,Run Silent Run Deep (1958),War,2007.0
2671,Notting Hill (1999),Comedy|Romance,2008.0
2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,2009.0
2674,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,2010.0
2676,Instinct (1999),Drama|Thriller,2011.0
2677,Buena Vista Social Club (1999),Documentary|Musical,2012.0
2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi,2013.0
2682,Limbo (1999),Drama,2014.0
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,2015.0
2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,2016.0
2687,Tarzan (1999),Adventure|Animation|Children|Drama,2017.0
2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,2018.0
2690,"Ideal Husband, An (1999)",Comedy|Romance,2019.0
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,2020.0
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,2021.0
2693,Trekkies (1997),Documentary,2022.0
2694,Big Daddy (1999),Comedy,2023.0
2695,"Boys, The (1998)",Drama,2024.0
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,2025.0
2697,My Son the Fanatic (1997),Comedy|Drama|Romance,2026.0
2698,Zone 39 (1997),Sci-Fi,2027.0
2699,Arachnophobia (1990),Comedy|Horror,2028.0
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,2029.0
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,2030.0
2702,Summer of Sam (1999),Drama,2031.0
2706,American Pie (1999),Comedy|Romance,2032.0
2707,Arlington Road (1999),Thriller,2033.0
2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,2034.0
2709,Muppets From Space (1999),Children|Comedy,2035.0
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,2036.0
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,2037.0
2713,Lake Placid (1999),Horror|Thriller,2038.0
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,2039.0
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,2040.0
2718,Drop Dead Gorgeous (1999),Comedy,2041.0
2719,"Haunting, The (1999)",Horror|Thriller,2042.0
2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,2043.0
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,2044.0
2723,Mystery Men (1999),Action|Comedy|Fantasy,2045.0
2724,Runaway Bride (1999),Comedy|Romance,2046.0
2725,Twin Falls Idaho (1999),Drama,2047.0
2726,"Killing, The (1956)",Crime|Film-Noir,2048.0
2727,Killer's Kiss (1955),Crime|Film-Noir,2049.0
2728,Spartacus (1960),Action|Drama|Romance|War,2050.0
2729,Lolita (1962),Drama|Romance,2051.0
2730,Barry Lyndon (1975),Drama|Romance|War,2052.0
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,2053.0
2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance,2054.0
2733,Vibes (1988),Adventure|Comedy|Romance,2055.0
2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,2056.0
2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,2057.0
2736,Brighton Beach Memoirs (1986),Comedy,2058.0
2737,Assassination (1987),Action|Drama|Thriller,2059.0
2738,Crimes of the Heart (1986),Comedy|Drama,2060.0
2739,"Color Purple, The (1985)",Drama,2061.0
2740,"Kindred, The (1986)",Horror|Sci-Fi,2062.0
2741,No Mercy (1986),Action|Crime|Thriller,2063.0
2742,Ménage (Tenue de soirée) (1986),Comedy|Drama,2064.0
2743,Native Son (1986),Drama,2065.0
2744,Otello (1986),Drama,2066.0
2745,"Mission, The (1986)",Drama,2067.0
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,2068.0
2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,2069.0
2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,2070.0
2749,"Morning After, The (1986)",Drama|Mystery,2071.0
2750,Radio Days (1987),Comedy|Drama,2072.0
2751,From the Hip (1987),Comedy|Drama,2073.0
2752,Outrageous Fortune (1987),Comedy|Mystery,2074.0
2754,Deadtime Stories (1987),Horror,2075.0
2757,Frances (1982),Drama,2076.0
2759,Dick (1999),Comedy,2077.0
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,2078.0
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,2079.0
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,2080.0
2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,2081.0
2765,"Acid House, The (1998)",Comedy|Drama,2082.0
2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,2083.0
2769,"Yards, The (2000)",Crime|Drama,2084.0
2770,Bowfinger (1999),Comedy,2085.0
2771,Brokedown Palace (1999),Drama,2086.0
2772,Detroit Rock City (1999),Comedy,2087.0
2774,Better Than Chocolate (1999),Comedy|Romance,2088.0
2775,Head On (1998),Drama,2089.0
2779,Heaven Can Wait (1978),Comedy,2090.0
2782,Pit and the Pendulum (1961),Horror,2091.0
2784,"Masque of the Red Death, The (1964)",Horror,2092.0
2786,Haunted Honeymoon (1986),Comedy,2093.0
2787,Cat's Eye (1985),Horror,2094.0
2788,Monty Python's And Now for Something Completely Different (1971),Comedy,2095.0
2789,Damien: Omen II (1978),Horror,2096.0
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,2097.0
2791,Airplane! (1980),Comedy,2098.0
2792,Airplane II: The Sequel (1982),Comedy,2099.0
2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,2100.0
2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,2101.0
2795,National Lampoon's Vacation (1983),Comedy,2102.0
2796,Funny Farm (1988),Comedy,2103.0
2797,Big (1988),Comedy|Drama|Fantasy|Romance,2104.0
2798,Problem Child (1990),Children|Comedy,2105.0
2799,Problem Child 2 (1991),Comedy,2106.0
2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,2107.0
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,2108.0
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,2109.0
2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,2110.0
2804,"Christmas Story, A (1983)",Children|Comedy,2111.0
2805,Mickey Blue Eyes (1999),Comedy|Romance,2112.0
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,2113.0
2807,Universal Soldier: The Return (1999),Action|Sci-Fi,2114.0
2808,Universal Soldier (1992),Action|Sci-Fi,2115.0
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,2116.0
2812,In Too Deep (1999),Action|Thriller,2117.0
2813,"Source, The (1999)",Documentary,2118.0
2815,Iron Eagle (1986),Action|War,2119.0
2816,Iron Eagle II (1988),Action|War,2120.0
2817,Aces: Iron Eagle III (1992),Action,2121.0
2818,Iron Eagle IV (1995),Action|War,2122.0
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,2123.0
2820,Hamlet (1964),Drama,2124.0
2822,Medicine Man (1992),Adventure|Romance,2125.0
2824,On the Ropes (1999),Documentary|Drama,2126.0
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy,2127.0
2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,2128.0
2828,Dudley Do-Right (1999),Children|Comedy,2129.0
2829,"Muse, The (1999)",Comedy,2130.0
2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller,2131.0
2836,Outside Providence (1999),Comedy,2132.0
2837,Bedrooms & Hallways (1998),Comedy|Romance,2133.0
2839,West Beirut (West Beyrouth) (1998),Drama,2134.0
2840,Stigmata (1999),Drama|Thriller,2135.0
2841,Stir of Echoes (1999),Horror|Mystery|Thriller,2136.0
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,2137.0
2844,"Minus Man, The (1999)",Drama|Mystery,2138.0
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,2139.0
2847,Only Angels Have Wings (1939),Adventure|Drama|Romance,2140.0
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,2141.0
2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,2142.0
2852,"Soldier's Story, A (1984)",Drama,2143.0
2856,I Saw What You Did (1965),Thriller,2144.0
2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,2145.0
2858,American Beauty (1999),Drama|Romance,2146.0
2859,Stop Making Sense (1984),Documentary|Musical,2147.0
2860,Blue Streak (1999),Comedy,2148.0
2861,For Love of the Game (1999),Comedy|Drama,2149.0
2862,Caligula (1979),Drama,2150.0
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,2151.0
2865,Sugar Town (1999),Comedy,2152.0
2866,"Buddy Holly Story, The (1978)",Drama,2153.0
2867,Fright Night (1985),Comedy|Horror|Thriller,2154.0
2868,Fright Night Part II (1988),Horror,2155.0
2870,Barefoot in the Park (1967),Comedy,2156.0
2871,Deliverance (1972),Adventure|Drama|Thriller,2157.0
2872,Excalibur (1981),Adventure|Fantasy,2158.0
2874,"Pajama Game, The (1957)",Comedy|Musical|Romance,2159.0
2875,Sommersby (1993),Drama|Mystery|Romance,2160.0
2876,Thumbelina (1994),Animation|Children|Fantasy,2161.0
2877,Tommy (1975),Musical,2162.0
2878,Hell Night (1981),Horror,2163.0
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,2164.0
2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,2165.0
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller,2166.0
2882,Jakob the Liar (1999),Drama,2167.0
2883,Mumford (1999),Comedy|Drama,2168.0
2884,Dog Park (1998),Comedy|Romance,2169.0
2885,Guinevere (1999),Drama|Romance,2170.0
2886,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,2171.0
2887,Simon Sez (1999),Action|Comedy,2172.0
2888,Drive Me Crazy (1999),Comedy|Romance,2173.0
2889,"Mystery, Alaska (1999)",Comedy|Drama,2174.0
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,2175.0
2891,"Happy, Texas (1999)",Comedy,2176.0
2892,New Rose Hotel (1998),Action|Drama,2177.0
2893,Plunkett & MaCleane (1999),Action|Adventure|Drama,2178.0
2894,Romance (1999),Drama|Romance,2179.0
2896,Alvarez Kelly (1966),Western,2180.0
2897,And the Ship Sails On (E la nave va) (1983),Comedy|War,2181.0
2898,"Dark Half, The (1993)",Horror|Mystery,2182.0
2899,Gulliver's Travels (1939),Adventure|Animation|Children,2183.0
2900,Monkey Shines (1988),Horror|Sci-Fi,2184.0
2901,Phantasm (1979),Horror|Sci-Fi,2185.0
2902,Psycho II (1983),Horror|Mystery|Thriller,2186.0
2903,Psycho III (1986),Horror|Thriller,2187.0
2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,2188.0
2906,Random Hearts (1999),Drama|Romance,2189.0
2907,Superstar (1999),Comedy,2190.0
2908,Boys Don't Cry (1999),Drama,2191.0
2912,"Limey, The (1999)",Crime|Drama|Thriller,2192.0
2915,Risky Business (1983),Comedy,2193.0
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,2194.0
2917,Body Heat (1981),Crime|Thriller,2195.0
2918,Ferris Bueller's Day Off (1986),Comedy,2196.0
2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War,2197.0
2921,High Plains Drifter (1973),Western,2198.0
2922,Hang 'Em High (1968),Crime|Drama|Western,2199.0
2924,Drunken Master (Jui kuen) (1978),Action|Comedy,2200.0
2925,"Conformist, The (Conformista, Il) (1970)",Drama,2201.0
2926,Hairspray (1988),Comedy|Drama,2202.0
2927,Brief Encounter (1946),Drama|Romance,2203.0
2928,"Razor's Edge, The (1984)",Drama,2204.0
2929,Reds (1981),Drama|Romance,2205.0
2930,Return with Honor (1998),Documentary,2206.0
2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,2207.0
2932,Days of Heaven (1978),Drama,2208.0
2935,"Lady Eve, The (1941)",Comedy|Romance,2209.0
2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,2210.0
2937,"Palm Beach Story, The (1942)",Comedy,2211.0
2939,Niagara (1953),Drama|Thriller,
2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,2212.0
2941,South Pacific (1958),Musical|Romance|War,2213.0
2942,Flashdance (1983),Drama|Romance,2214.0
2943,Indochine (1992),Drama|Romance,2215.0
2944,"Dirty Dozen, The (1967)",Action|Drama|War,2216.0
2946,Help! (1965),Comedy|Musical,2217.0
2947,Goldfinger (1964),Action|Adventure|Thriller,2218.0
2948,From Russia with Love (1963),Action|Adventure|Thriller,2219.0
2949,Dr. No (1962),Action|Adventure|Thriller,2220.0
2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,2221.0
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,2222.0
2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,2223.0
2953,Home Alone 2: Lost in New York (1992),Children|Comedy,2224.0
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,2225.0
2959,Fight Club (1999),Action|Crime|Drama|Thriller,2226.0
2961,"Story of Us, The (1999)",Comedy|Drama,2227.0
2962,Fever Pitch (1997),Comedy|Romance,2228.0
2964,Julien Donkey-Boy (1999),Drama,2229.0
2965,"Omega Code, The (1999)",Action,2230.0
2966,"Straight Story, The (1999)",Adventure|Drama,2231.0
2967,"Bad Seed, The (1956)",Drama|Thriller,2232.0
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,2233.0
2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,2234.0
2970,Fitzcarraldo (1982),Adventure|Drama,2235.0
2971,All That Jazz (1979),Drama|Fantasy|Musical,2236.0
2972,Red Sorghum (Hong gao liang) (1987),Drama|War,2237.0
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,2238.0
2974,Bats (1999),Horror|Thriller,2239.0
2975,"Best Man, The (1999)",Comedy|Drama,2240.0
2976,Bringing Out the Dead (1999),Drama,2241.0
2977,Crazy in Alabama (1999),Comedy|Drama,2242.0
2978,Three to Tango (1999),Comedy|Romance,2243.0
2979,Body Shots (1999),Drama,2244.0
2982,"Guardian, The (1990)",Horror|Thriller,2245.0
2983,"Ipcress File, The (1965)",Thriller,2246.0
2984,On Any Sunday (1971),Documentary,2247.0
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,2248.0
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,2249.0
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,2250.0
2988,Melvin and Howard (1980),Drama,2251.0
2989,For Your Eyes Only (1981),Action|Adventure|Thriller,2252.0
2990,Licence to Kill (1989),Action|Adventure|Thriller,2253.0
2991,Live and Let Die (1973),Action|Adventure|Thriller,2254.0
2992,Rawhead Rex (1986),Horror|Thriller,2255.0
2993,Thunderball (1965),Action|Adventure|Thriller,2256.0
2995,House on Haunted Hill (1999),Horror|Thriller,2257.0
2996,Music of the Heart (1999),Drama,2258.0
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,2259.0
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,2260.0
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,2261.0
3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,2262.0
3004,"Bachelor, The (1999)",Comedy|Romance,2263.0
3005,"Bone Collector, The (1999)",Thriller,2264.0
3006,"Insider, The (1999)",Drama|Thriller,2265.0
3007,American Movie (1999),Documentary,2266.0
3008,Last Night (1998),Drama|Sci-Fi,2267.0
3010,Rosetta (1999),Drama,2268.0
3011,"They Shoot Horses, Don't They? (1969)",Drama,2269.0
3013,Bride of Re-Animator (1990),Comedy|Horror,2270.0
3014,Bustin' Loose (1981),Comedy,2271.0
3015,Coma (1978),Thriller,2272.0
3016,Creepshow (1982),Horror,2273.0
3017,Creepshow 2 (1987),Horror,2274.0
3018,Re-Animator (1985),Comedy|Horror|Sci-Fi,2275.0
3019,Drugstore Cowboy (1989),Crime|Drama,2276.0
3020,Falling Down (1993),Action|Drama,2277.0
3021,"Funhouse, The (1981)",Horror,2278.0
3022,"General, The (1926)",Comedy|War,2279.0
3024,Piranha (1978),Horror|Sci-Fi,2280.0
3028,"Taming of the Shrew, The (1967)",Comedy,2281.0
3029,Nighthawks (1981),Action|Drama,2282.0
3030,Yojimbo (1961),Action|Adventure,2283.0
3031,Repossessed (1990),Comedy,2284.0
3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,2285.0
3033,Spaceballs (1987),Comedy|Sci-Fi,2286.0
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,2287.0
3035,Mister Roberts (1955),Comedy|Drama|War,2288.0
3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,2289.0
3037,Little Big Man (1970),Western,2290.0
3038,"Face in the Crowd, A (1957)",Drama,2291.0
3039,Trading Places (1983),Comedy,2292.0
3040,Meatballs (1979),Comedy,2293.0
3041,Meatballs Part II (1984),Comedy,2294.0
3042,Meatballs III (1987),Comedy,2295.0
3043,Meatballs 4 (1992),Comedy,2296.0
3044,Dead Again (1991),Mystery|Romance|Thriller,2297.0
3045,Peter's Friends (1992),Comedy|Drama,2298.0
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,2299.0
3048,Under the Rainbow (1981),Comedy,2300.0
3051,Anywhere But Here (1999),Comedy|Drama,2301.0
3052,Dogma (1999),Adventure|Comedy|Fantasy,2302.0
3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,2303.0
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,2304.0
3055,Felicia's Journey (1999),Thriller,2305.0
3056,Oxygen (1999),Crime|Drama|Thriller,2306.0
3057,Where's Marlowe? (1998),Comedy,2307.0
3060,"Commitments, The (1991)",Comedy|Drama|Musical,2308.0
3061,Holiday Inn (1942),Comedy|Musical,2309.0
3062,"Longest Day, The (1962)",Action|Drama|War,2310.0
3063,Poison Ivy (1992),Drama|Thriller,2311.0
3064,Poison Ivy: New Seduction (1997),Drama|Thriller,2312.0
